"","x"
"1",-0.00100240982023875
"2",0.00166941228320051
"3",-0.00280697312286753
"4",-3.44979657899625e-05
"5",0.000795210431349713
"6",-0.00124129302540607
"7",-0.0067187716455359
"8",0.00372915016045465
"9",-0.000186466938105225
"10",0.00168741807462839
"11",-0.012749404081167
"12",0.00105997084867461
"13",-0.00396711792747435
"14",0.00599274540431805
"15",-0.00075642222800079
"16",0.00160091666209319
"17",0.00242188102405792
"18",0.0010655150478641
"19",0.00686373335775901
"20",-0.00239965354222693
"21",0.000915116657395977
"22",-0.00218772301634279
"23",0.00160485854457221
"24",0.00178389262317927
"25",0.00283910919320299
"26",0.010992957720001
"27",0.00166673294126307
"28",-0.00316635889831887
"29",0.00269517286805622
"30",0.000704283362694203
"31",0.00156306419023652
"32",-0.0125603672288141
"33",0.00829335601436306
"34",0.00859917640409939
"35",0.00850218521874074
"36",0.0120221426797791
"37",-0.0114012044232159
"38",-0.00506466490501588
"39",-0.008052090075256
"40",0.000477240935388635
"41",0.00125732806418784
"42",0.00243622651191118
"43",0.00243954148056356
"44",0.00649571399095254
"45",-0.00755352130677151
"46",0.0214817873768653
"47",-0.0280387064169403
"48",0.0018912828104472
"49",-0.000398376239004163
"50",0.0147848644143626
"51",0.00894163236930641
"52",-0.0011905602445058
"53",-0.00457237732386515
"54",0.0174379867635092
"55",-0.00891020024575749
"56",0.0100259630871497
"57",-7.02451122909327e-05
"58",-0.00474287543552043
"59",-0.0127275040176667
"60",0.00921188843248942
"61",-0.00245626640611089
"62",-0.00801655324264919
"63",0.0200973482984044
"64",0.00487165219048234
"65",-0.0111342321719395
"66",0.00775605720909422
"67",0.0176308979977178
"68",-0.00986654381882256
"69",-0.00179060279996755
"70",0.00143039585344111
"71",-0.00634999279872204
"72",-0.0289720795263613
"73",0.0155624892717459
"74",-0.00587375601627887
"75",0.00432112676434927
"76",-0.0106771852105274
"77",-0.001391243970068
"78",0.00644684359890824
"79",-0.0113932768684942
"80",0.0119267251541906
"81",-0.0204644733184199
"82",0.00626748557252363
"83",0.00640391749589176
"84",-0.00858879528077715
"85",-0.00148574264539524
"86",-0.0167876643201372
"87",-0.00963021375192177
"88",-0.00340668910638043
"89",-0.0165832262891483
"90",-0.0187930017688646
"91",-0.0317514109674493
"92",0.00151533434995852
"93",-0.0115229637963562
"94",0.0256047857316691
"95",0.013803367809946
"96",-0.0194685614958813
"97",-0.00128360324331668
"98",-0.0158369092077494
"99",-0.00857899905816726
"100",-0.0233584097805327
"101",0.00106194099923133
"102",-0.0189006718454259
"103",0.00073809278607639
"104",-0.00709523182375982
"105",-0.0132762742208302
"106",0.0069940380223319
"107",0.0181028487647546
"108",-0.0172504056805853
"109",0.0079009668883148
"110",-0.0148648596968248
"111",-0.020361208310118
"112",0.00407491172869196
"113",-0.0169344661381616
"114",0.0120839742000284
"115",0.0121424142557155
"116",0.000710580581191823
"117",0.0060860635504258
"118",0.0199006154337065
"119",0.00909842399953799
"120",-0.00116405587177816
"121",-0.00619279628110093
"122",-0.00596476457519587
"123",-0.0166251639238453
"124",0.00630038749262831
"125",0.00595360551079027
"126",-0.00305013763968717
"127",0.000219433170682503
"128",-0.00653756197561394
"129",-0.00963504081530205
"130",0.00887564542331005
"131",0.015979645877147
"132",0.014288189510524
"133",0.0340476092313895
"134",0.0138785518267127
"135",-0.00898746130053159
"136",-0.0126515156656081
"137",0.020533444718057
"138",-0.00489269807124517
"139",-0.00979658837377259
"140",-0.0150146199493015
"141",-0.00603436814520727
"142",-0.00754118758492122
"143",0.0154437065029017
"144",-0.0056106338640868
"145",0.00484515568831997
"146",-0.0125591540073403
"147",-0.0235390576406226
"148",0.00795630164829378
"149",-0.00026402119258365
"150",0.00214135467393704
"151",0.0111056157503134
"152",0.0102394071566955
"153",-0.0311140287549501
"154",0.0084952800753179
"155",-0.00614500171941088
"156",0.0161990617845594
"157",-0.0101439237358099
"158",-0.00705689508207935
"159",0.00872684535349025
"160",0.00713799106994418
"161",-0.00495868678900813
"162",-0.00958432215246879
"163",-0.000551196236630897
"164",-0.0151939586620851
"165",-0.0010960870458159
"166",0.0147782298270461
"167",0.0177110433129281
"168",0.00908234328952256
"169",0.00732906218237404
"170",-0.000574388870810322
"171",0.00331316293815104
"172",0.000469138321199025
"173",0.0312044583582821
"174",-0.0192305680195194
"175",-0.000545765064419298
"176",-0.0271583186364793
"177",0.013736775239558
"178",-0.00527935353239731
"179",0.00839059187939966
"180",0.0129041989245455
"181",0.0250591360360767
"182",-0.00804579288352319
"183",0.0124771942359796
"184",0.00622577607458012
"185",0.0298806220912966
"186",-0.0107439430684556
"187",0.000216255423568809
"188",0.0119698788279016
"189",-0.00502637883334112
"190",0.00830042101460256
"191",0.0085085739275384
"192",0.00386402267389514
"193",-0.00996535578807546
"194",-0.0119984500820923
"195",0.0156753456272275
"196",0.0444037811196665
"197",0.0244435009373794
"198",-0.0190362599219555
"199",0.0663856161795893
"200",-0.00813255543381377
"201",0.0113527069492474
"202",0.0189676149330921
"203",-0.00670205211601571
"204",-0.00479429332180477
"205",-0.0127055662766467
"206",0.0186948998434021
"207",-0.00049357642918679
"208",0.040616511520816
"209",-0.0557772164474197
"210",0.0162995929769766
"211",0.0140458827709571
"212",0.0332822453020998
"213",-0.071416316863849
"214",0.00216227454362281
"215",0.0206873416797991
"216",0.0126592365696433
"217",0.015574477948831
"218",0.00287615072140347
"219",0.0130174338043573
"220",0.0514710185822965
"221",0.00719343232281199
"222",-0.0400647855530009
"223",0.0275300370116411
"224",0.0346437460215031
"225",0.0316420304830002
"226",0.00969116664217894
"227",0.00819129503816699
"228",-0.0714849687867033
"229",0.0327158193236904
"230",0.00257679113831303
"231",-0.00879296260134733
"232",-0.000129577281380397
"233",0.000439282158800823
"234",-0.0297655094887088
"235",0.00962720175474609
"236",0.065376273558505
"237",-0.0104593826305507
"238",0.0266288476917782
"239",-0.000747201050840556
"240",-0.0384893640072289
"241",-0.00936528888231306
"242",0.017420904909046
"243",-0.00129296845965882
"244",-0.0143147091863873
"245",-0.0162974113837077
"246",0.017180380406218
"247",0.0191173451063231
"248",-0.0218976027675244
"249",0.00768897480264263
"250",-0.00423394546961733
"251",-0.0216404309522231
"252",-0.0936348033037852
"253",-0.0182968779532096
"254",-0.00222122952334364
"255",-0.00559442114297929
"256",-0.0270933042573595
"257",-0.0175260765431672
"258",-0.0155756719390379
"259",0.00277698871704676
"260",0.040208153398157
"261",-0.0199731062233043
"262",-0.0112983061135742
"263",-0.0414733397568655
"264",-0.00494074223692184
"265",0.029924587500271
"266",-0.0819988507012246
"267",-0.0491305445326787
"268",-0.0403589751983544
"269",0.0439975829284297
"270",0.00935657333737092
"271",0.123924439708093
"272",-0.0938166848695145
"273",0.0060344610282988
"274",-0.0897850741274616
"275",-0.00960284849792959
"276",-0.00239668686739098
"277",-0.0391670665525494
"278",-0.0175534475563392
"279",0.160508044593849
"280",0.0676004205998644
"281",-0.101703043911532
"282",-0.146732064523624
"283",0.0479158336170918
"284",-0.175048556355558
"285",0.0873909647472939
"286",0.121323222225366
"287",-0.0725866796519775
"288",-0.014248444234909
"289",-0.0920702980767407
"290",-0.083350831258872
"291",-0.116174221599792
"292",-0.0739139636594719
"293",0.0524679339151094
"294",-0.0595127993136475
"295",0.106069916079459
"296",0.0485994928890527
"297",0.054435729942762
"298",-0.0850081192943835
"299",0.145356655802814
"300",0.0517994002504047
"301",-0.019853425856961
"302",-0.0123069221598166
"303",0.0462212403691873
"304",0.0370583816087054
"305",-0.0871249905289418
"306",0.00382683884267212
"307",-0.0373181973820816
"308",-0.0340412616314359
"309",-0.0729503044484765
"310",0.0803987069023651
"311",0.0332367777043804
"312",0.0490351013655148
"313",0.123292441153525
"314",-0.0824849147592135
"315",0.0852900671962794
"316",0.128803907509848
"317",-0.000395457661083446
"318",0.0791665472745221
"319",0.0389744098384722
"320",-0.0452638607421059
"321",0.00743549860624559
"322",0.0150727725752742
"323",-0.0198670623708074
"324",0.0349553204697687
"325",-0.0216024178520785
"326",0.113646137776639
"327",0.00145887743612092
"328",0.131020098330994
"329",-0.0148743955326928
"330",-0.070255534291203
"331",0.099694066764642
"332",-0.0621402545017584
"333",-0.127711042547208
"334",8.68578633048956e-05
"335",0.082272834929105
"336",0.0607506700677214
"337",0.0464911869127278
"338",-0.0977669112700113
"339",0.00528890686856642
"340",-0.00613618680216452
"341",-0.0196349654730432
"342",-0.0839332286184978
"343",-0.101036844532691
"344",0.0830110840867117
"345",0.026797189903638
"346",0.0737254946445302
"347",0.0110128238510755
"348",-0.0445970881774213
"349",0.0683800769466687
"350",0.0603004064324243
"351",0.0153694366975106
"352",0.0614367177019531
"353",-0.0131864537727582
"354",0.0223715049710844
"355",0.00847993826330387
"356",-0.167283208479426
"357",0.0859229890325712
"358",-0.0566239052094875
"359",0.000625901164163656
"360",-0.139317213589095
"361",-0.106357626647357
"362",0.048422690993399
"363",-0.0627236162356987
"364",0.0811306487437115
"365",-0.0828270480382708
"366",-0.031074279726364
"367",0.0519725964080245
"368",0.0174227058180359
"369",0.0392577999862046
"370",-0.0535391079574334
"371",0.137822609209015
"372",0.219539091194857
"373",0.0155868997203634
"374",0.0398222060056201
"375",0.00484845587260602
"376",-0.0209771387887994
"377",0.0245590059829361
"378",0.0570128977148922
"379",0.0215123356353236
"380",0.0260039242476793
"381",-0.0020158197212666
"382",-0.0689459850827533
"383",0.0626040976177612
"384",0.0135148646188437
"385",-0.0217861789247196
"386",0.030336325895526
"387",-0.0473145074529168
"388",0.00745216116380064
"389",0.0456085169318846
"390",-0.0354068158774811
"391",-0.118362967794273
"392",-0.067570020461165
"393",-0.000894990254697897
"394",-0.0090409690836151
"395",-0.0364027720415616
"396",-0.0410997326699946
