"","x"
"1",-0.000179383521895367
"2",-0.000738471635470238
"3",-0.00110114505966446
"4",-0.00342560198654153
"5",-3.09915993842824e-05
"6",0.00561561253071073
"7",-0.00664292857679966
"8",0.000822428894468796
"9",0.00372021723913947
"10",0.00606650044942563
"11",-0.000240631107527263
"12",-0.0116602635692519
"13",0.00173362034043815
"14",0.00609313829257305
"15",0.00201554570609152
"16",-0.00391059927120925
"17",-0.00379694835635993
"18",0.00175449406634777
"19",-0.00122873343009523
"20",-0.00497384617632896
"21",-0.00753871843533811
"22",0.00107964801898281
"23",0.00979703085036092
"24",-0.00167200295367965
"25",0.0109787404157566
"26",0.000722954956712065
"27",-0.000452539318354044
"28",-0.00907382704258149
"29",-0.00134848475083602
"30",-0.00393287818010065
"31",-0.00606563594146994
"32",-0.0120031071138199
"33",-0.00162339318329113
"34",-0.00126073640959899
"35",0.00379510960385846
"36",0.00406142660546957
"37",0.00380509725247707
"38",-0.00914811927875753
"39",-0.00163516985654095
"40",-0.00845095168163014
"41",-0.00494949943180192
"42",-0.00744965332911045
"43",0.00155893002649067
"44",0.00725137690655711
"45",-0.00267448929987579
"46",0.0212805890061591
"47",0.010756255714261
"48",0.00853893807484836
"49",0.0036112312499608
"50",-0.000920758022258549
"51",-0.00220097263952958
"52",0.00125528491946379
"53",0.0144974677165919
"54",0.0023455467255112
"55",-0.0119228755577158
"56",-0.0137490878816195
"57",-0.000890850561613662
"58",0.00348056754574062
"59",-0.00598969189596074
"60",-0.000401868918504636
"61",-0.00497883811327308
"62",-0.00404725063611141
"63",0.0034559891548121
"64",-0.00308464696068585
"65",-0.0212462230059056
"66",-0.00521435093373469
"67",-0.0132358722210241
"68",-0.00561222962577437
"69",0.0131841335185883
"70",0.0087720381762256
"71",0.00893874003037363
"72",0.0146710191914025
"73",0.0144290522916963
"74",-0.0175851335401473
"75",0.0028794596983752
"76",0.0332632569846571
"77",-0.0100969754626667
"78",0.00250124475067675
"79",0.0110231332611262
"80",-0.0257714107492558
"81",0.0108977406022601
"82",-0.016676902445147
"83",-0.0184800437197879
"84",0.0162678681391661
"85",-0.0147284366189038
"86",0.00127259044589255
"87",0.00846160772916044
"88",-0.000265209837138403
"89",0.00681216124661069
"90",0.00261170622359486
"91",-0.00767413214980155
"92",0.00896768797863441
"93",-0.0235443454985252
"94",-0.000563700106248983
"95",-0.0069964501133123
"96",-0.00854399974368748
"97",0.00891281877947528
"98",0.0109855633991002
"99",-0.00981703024261323
"100",0.00574995193286223
"101",-0.0239675705992638
"102",0.00591779646850179
"103",-0.00849457392290335
"104",-0.00449408817591498
"105",-0.0109896076161173
"106",0.000702858486984242
"107",0.00222469037925448
"108",-0.0158256485902833
"109",-0.00669464990189952
"110",0.0106843581647813
"111",0.00922285485521996
"112",-0.00719403809684498
"113",-0.0047771470462777
"114",-0.00753849286823725
"115",-0.0044887497131945
"116",0.00616669600631527
"117",-0.00965135856241076
"118",-0.014140007221987
"119",0.0133063793067658
"120",-0.0073976982983144
"121",-0.00300422692565268
"122",-0.00112356188439622
"123",0.0284363153777406
"124",0.0158061554753733
"125",-0.00410395609371151
"126",0.000287636389997447
"127",0.00870248211559989
"128",-0.00206651065923696
"129",-0.0123813501366035
"130",0.00722441039111789
"131",0.00814283599346738
"132",0.0108962527523845
"133",-0.00225647777455519
"134",-0.000614211875021839
"135",0.00317885820491348
"136",0.0161342039863954
"137",-0.0100684940223988
"138",0.000678065668682802
"139",0.00602755744598843
"140",-0.00449886203564619
"141",-0.00492193433029313
"142",0.0092279769346057
"143",0.00341196706365108
"144",0.000214303558092627
"145",0.0113949317010129
"146",-0.0173113360385588
"147",-0.0146561970948185
"148",0.00247990768620376
"149",0.00397548693201965
"150",0.0130022142000082
"151",0.00661305376061737
"152",0.0170071655783226
"153",-0.0143318958757377
"154",-0.027952714778387
"155",-0.0237226938974186
"156",0.015889225495545
"157",0.00220535309913246
"158",0.000838738984615214
"159",0.0215372732123315
"160",0.016442248117077
"161",0.00796265730312225
"162",0.0160820050836711
"163",-0.00972327956047293
"164",0.0198414049185328
"165",0.0179203166644862
"166",-0.00199640146859614
"167",-0.00152652945666767
"168",0.00700848624458389
"169",-0.00444636826918219
"170",0.0114646787979708
"171",0.0283054653186721
"172",0.00389080299889325
"173",-0.0238247343363927
"174",0.00575942424959241
"175",-0.0187325923831118
"176",0.0116449158695937
"177",0.0242208080114821
"178",0.00376712955865654
"179",0.00962399417920713
"180",0.0136539008532866
"181",0.025051366759077
"182",0.00874345359199554
"183",-0.00310700426826155
"184",-0.00781275666165822
"185",-0.00224942529362404
"186",-0.0169873548188315
"187",-0.0167619637103883
"188",0.0122509822390382
"189",-0.0128746751230748
"190",0.00431962552897873
"191",0.0306727034490511
"192",0.0043597365445512
"193",0.0260565796246902
"194",0.0119359102259477
"195",-0.00450995180144351
"196",0.0233975631185825
"197",-0.0378527857525301
"198",-0.0309908587775026
"199",0.0411160536069166
"200",0.00789641558201283
"201",0.0301078089224452
"202",0.0342582384958548
"203",0.0308119532611481
"204",0.0230880140525144
"205",0.00944750695996749
"206",0.0131898345361634
"207",-0.00723751697004112
"208",-0.00227689522625743
"209",-0.0146262892566626
"210",-0.0141723820418603
"211",-0.0146643568609017
"212",0.013024773145506
"213",-0.012102554730077
"214",0.010297692365277
"215",-0.00084845921284675
"216",0.00325224560521178
"217",-0.002787743250645
"218",0.0254216185082856
"219",0.0327008832500534
"220",0.0102784482267242
"221",0.0374022888444032
"222",0.00433651890961512
"223",0.00737203369888763
"224",0.016804737329962
"225",-0.00792567190091113
"226",0.0140808559904217
"227",0.0109131120649964
"228",-0.003367421610725
"229",0.00125305300000668
"230",-0.021952436368116
"231",0.0377295348648641
"232",-0.000716878649939921
"233",-0.0116664210190026
"234",0.00152961408304044
"235",0.0127489280311278
"236",0.00136922672173006
"237",0.0242727997466467
"238",0.00300733004631194
"239",0.0105724708782161
"240",-0.0040019092641559
"241",-9.04092606996273e-05
"242",-0.0150304953163077
"243",0.0192061563890884
"244",0.0145476196623253
"245",-0.0183281832195725
"246",0.00888276009261881
"247",-0.0107645420744716
"248",0.0259792320792249
"249",-0.0155391350432969
"250",-0.00533725653795199
"251",-0.00628191349370463
"252",0.00634073722496821
"253",0.00250098027433929
"254",0.0201307734668943
"255",-0.000631529681291733
"256",0.0147508249750478
